parent_asin,title,description
B07GB4JGFY,Domino,"['Dominoes is a family of boardgames played with rectangular ""domino"" tiles. Each domino is a rectangular tile with a line dividing its face into two square ends. Each end is marked with a number of spots (also called pips, nips, or dobs) or is blank. This board game is also called muggins, dominos, domino and the tiles are sometimes referred to as bones.In our dominoes, you can choose between 3 game modes: All Fives, Block Dominoes or Draw Dominoes. Download dominoes now and enjoy!Dominoes Game Features:- Easy to play, full of fun!- Awesome graphics and animations- 4 levels of difficulty- 3 dominos modes: All Fives, Block Dominos and Draw Dominos- Win points setup- Starting hand setup- Custom backgrounds- Custom domino tiles- Set up tables and play with your friends!- Game state saved when interrupted- Statistics- OFFLINE! Play Dominoes anytime and anywhere!Gather your tiles and doubles and win enough points to ensure your victory. Download it now for free!']"
B00GNHDQKU,The Chronicles of Emerland Solitaire,"[""Defeat the forces of darkness and defend Emerland in The Chronicles of Emerland Solitaire. When deciding to learn card magic at an old wizard’s school, you couldn’t have imagined that fate had chosen you as the savior of the world. When Emerland is threatened by the evil sorcerer, Sat, you must unite the races of Elves, Humans, Dwarves and Mermaids. Only together can you challenge him! TRY IT FREE, THEN UNLOCK THE FULL ADVENTURE FROM WITHIN THE GAME! Discover more from Big Fish Games! Big Fish is the leading global marketplace to discover and enjoy casual games. You can enjoy our virtually endless selection of games anytime, anywhere — on your PC, Mac, mobile phone, or tablet. Learn more at bigfishgames.com! We have other great Amazon Appstore games available. Just type in 'Big Fish Games' for more fun and adventure! You can always find an updated list of all of our PC, Mac, and mobile games at www.bigfishgames.com. Follow us on Twitter: http://bigfi.sh/BigFishTwitter Become a fan on Facebook: http://www.facebook.com/BigFishGamesMobile""]"
B00KR744JE,Pettson's Inventions 2,"[""The sequel to the praised Pettson's Inventions. Bigger, better and more fun than ever! Please note that the inventions from this game is a part of the inventions in the collection Pettson’s Inventions Deluxe!Help old man Pettson and his cat Findus build their amazing inventions! Which of the objects should be included and where do they fit in the machinery? Drag and drop the parts to their right spot and watch the invention go! As usual a secret waits to be unlocked for those who manages to complete everything. A fun and pedagogic app that teaches logic and stimulates creativity for children of all ages. Keep inventing! Check out Pettson's Inventions 1.""]"
B00VTVJYTC,Balloon Paradise - Match 3 Puzzle Adventure,"[""Ready to start matching and popping some balloons? Balloon Paradise is a colorful and exciting match-3 puzzle game that takes place in a world high above the clouds! Swap and match shiny balloons and unleash fantabulous power-ups as you work to save the sky city of Floatopia!Belle's amazing adventure has taken her to a world she never knew existed. Far above the land, hidden by the clouds, is a city made entirely out of balloons. A great gust of wind has stirred up trouble in this beautiful world, mixing up all of the colors and causing parts of the city to disappear! Only Belle can put things in order, and she's got just the match-3 skills to do it!Travel to amazing new worlds as you help Belle by matching balloons one group at a time. Solve puzzles to get special power-ups that can pop tons of balloons at once, sending them back to Floatopia in a great flash of fun!Features:* Restore a magical city floating high in the sky.* Match and pop colorful balloons in tons of different patterns.* Over 5775 levels of exciting, fast-paced matching.* Create amazing power-ups and use them to clear the screen!Get ready to explore a fantastic new world of adventure, excitement, and amazing balloon popping fun! Work fast and make smart matches, your Balloon Paradise friends are counting on you!""]"
B01LVTV7KQ,The Room,"['Welcome to The Room, a physical puzzler, wrapped in a mystery game, inside a beautifully tactile 3D world. ***************** Eurogamer “...resist hurrying and savour every sliding panel and twist of a dial. The Room is the cave of mysteries from everyone\'s childhood; a perfect encapsulation of the fear and pleasure of discovery."" Gametrailers “The touchscreen controls really shine. A must play” Penny Arcade “This isn’t a title that is hindered by touch controls as much as its set free by them"" Arcade Sushi ""I couldn’t stop playing this fascinating brain teaser...beautifully crafted"" Indie Game Magazine ""Fireproof Games has hit a home run"" Pocket Gamer “More suspense than a thousand bullet-riddled shooters"" Game Informer “Excellently produced, clever puzzles and spine-tingling music"" Jaysisgames ""The immersion overrides any sense of your surroundings beyond the box"" ""The Room is eye candy for the mind."" IGN “The most realistically rendered objects in a mobile title to date.” ****** How are you, old friend? If you’re reading this, then it worked. I only hope you can still forgive me. We’ve never seen eye to eye on my research, but you must put such things behind you. You are the only one to whom I can turn. You must come at once, for we are all in great peril. I trust you remember the house? My study is the highest room. Press forward with heart. There is no way back now. AS. ****** Fireproof Games are very proud to bring you our greatest creation, a mind-bending journey filled with beauty, peril and mystery in equal measure. Be transported into a unique space that blends spellbinding visuals with intriguing problems to solve.']"
B06XS33WLD,Word Connect 3: Crosswords,"['Solve crosswords using photos as clues. Have fun with hundreds of puzzles!Each puzzle contains words associated with one photo. Try to guess these words and solve all levels! You can tap the picture to zoom in for a closer look. Some answers are straightforward, some are quite tricky. This word game is an excellent workout for your brain cells!If you like pics and word association games, this crossword game is for you!']"
B00ICQFSV0,WATCH TCM,"['Turner Classic Movies presents WATCH TCM, a service that lets you enjoy the best of TCM, at no additional cost with your TV subscription*. Not your ordinary “TV Everywhere” service, WATCH TCM is a content rich and in-depth movie companion that lets you experience the richly textured world of classic movies that only Turner Classic Movies can bring you. *In order to access WATCH TCM, you must get TCM at home through either a cable or satellite TV package.']"
B07JBT81DB,"Solitaire:Fun Solitaire Games Free,Classic Tripeaks Card Games For Kindle Fire Free","['Solitaire Fun is popular and classic card games you know and love.Do you like Solitaire? Then you will love Solitaire Fun! Compete,play & win - much reasons why you\'ll love to play Solitaire Fun!Fun and free gameplay you\'ll pick up quick!Rewards for your success in the gamePlay Solitaire Fun & win extra coins. Compete & win levels on the go - Play & win wherever you are.Enjoy hundreds of fantastic,hand-crafted levels! Sheer endless fun.Collectables to win prizes.Special ""bonus"" cards to help your strategy for your next move.Play online or offline.Challenge yourself and begin your journey toward becoming the king of Solitaire Fun today!']"
B00FVVR2ZO,Mirrors of Albion,"[""Mirrors of Albion is the newest hidden-object game from Game Insight, creators of the smash-hit, Mystery Manor. This enthralling new game takes place in a mystical version of Victorian England, combining the mysteries and detective work of Sherlock Holmes with the captivating fantasy of Alice in Wonderland. In Mirrors of Albion, you'll explore totally new take on Victorian-era London fraught with intrigue, crime, and suspense. Solve challenging puzzles and experience the game's unique story by tackling countless quests in your eventual mission to foil the evil machinations of the Queen of Hearts. Download Mirrors of Albion and begin your adventure now! Official facebook community: https://www.facebook.com/MirrorsOfAlbion Gameplay video: http://www.youtube.com/watch?v=vNbhetka4Zo""]"
B00AKJRPC2,Theatre of the Absurd CE (Full),"[""Scarlett Frost, specialist in the dark arts, has been summoned to a luxurious and remote theatre in the snowy Italian Alps. Could it be that the infamous and diabolical Hapsburg Cube has been found and purchased by the sinister theatre proprietor, Dr. Corvis? The cube is said to imprison a powerful and ancient Babylonian demon that would wreak hellish destruction if the cube should break. In a moment of desperate confusion the cube breaks and the demon bursts forth into the souls of the Dr. Corvis and his young Daughter Bethany. The ancient theatre in the lonely winter mountains becomes an arena of spiritual war, between the darkest forces of the underworld and the cunning and esoteric mind of Scarlett Frost. But Scarlett soon finds out that the only way to fight a demon this powerful is to become possessed by one herself. Only then can she acquire a ticket to the Theatre of the Absurd. Discover more from Big Fish Games! Big Fish is the leading global marketplace to discover and enjoy casual games. You can enjoy our virtually endless selection of games anytime, anywhere — on your PC, Mac, mobile phone, or tablet. Learn more at bigfishgames.com! We have other great Amazon Appstore games available. Just type in 'Big Fish Games' for more fun and adventure! You can always find an updated list of all of our PC, Mac, and mobile games at www.bigfishgames.com. Follow us on Twitter: http://bigfi.sh/BigFishTwitter Become a fan on Facebook: http://www.facebook.com/BigFishGamesMobile""]"
B01M684G55,FarmVille: Tropic Escape - Harvest in Paradise,"['Escape to an island getaway filled with adventure, mystery, and fun new mini games in this colorful free-to-play game from the makers of FarmVille, the number one farming franchise!   Adventure unfolds all around your island!   ESCAPE TO THE TROPICS - Seek adventures on your very own tropical island - Farm unique fruits and veggies, craft fun drinks and meet adorable animals - Discover all of the tropical crops and exotic animals that call your island home - Run a beachside inn and start a new life in paradise - Play mini games and have fun with new characters like Ting   UNCOVER MYSTERY, SECRETS AND TREASURES - Complete story-based quests with island guides like the archaeologist and surfing expert - Explore the bubbling volcano and ancient monkey temple - Discover hidden treasures and rare goods in the secret chamber - Investigate uncharted areas to find even more island secrets   BUILD AMENITIES FOR YOUR GUESTS - Fix up island workshops and create your own personal paradise - Buy a Tiki Bar, Sushi Stand, Artisan Workshop and more - Expand your inn and hire guides to help your guests enjoy the island   DISCOVER AND PHOTOGRAPH ADORABLE ANIMALS FOR REWARDS - Build a Wildlife Center on your island with the help of Ting, the wildlife guide - Attract rare and exotic animals to your island like the colorful Iguana by feeding them treats - Earn rewards by snapping photos of the animals as souvenirs for your guests   TRADE WITH OTHER ISLANDS - Trade with other players using the trade boat - Short on eggs? Buy the goods you need from neighboring islands - Have too many pineapples? Name your price and sell off extra crops and crafts - The more coins you have, the more you can do on your island   ADDITIONAL DISCLOSURES • For specific information about how Zynga collects and uses personal or other data, please read our privacy policy at http://www.zynga.com/privacy/policy.• This game does permit a user to connect to social networks, such as Facebook, and as such players may come into contact with other people when playing this game. Social Networking Service terms may also apply.• The game is free to play, however in-app purchases are available for additional content and premium currency. • You will be given the opportunity to participate in special offers, events, and programs from Zynga Inc and its partners. Use of this application is governed by the Zynga Terms of Service, found at http://m.zynga.com/legal/terms-of-service. Collection and use of personal data are subject to Zynga’s Privacy Policy, found at http://www.zynga.com/privacy/policy.']"
B08K37BYJS,Happy Color™ – Color by Number,"['EXCLUSIVE PICS! Color your favorite picsand discover new DISNEY category!Happy Color™ is a color by number game for adults. There are so many colorful, breathtaking pictures to color!All 20000 of them are free. We have a great number of categories in our paint by number app:- Animals. Just find the cutest buddy you want to color; - Places. Find pictures of the real places and unique buildings beautifully painted in our coloring book;- Hobbies like sports, music, board games, puzzles and other coloring pages;- Flowers. The most beautiful and exotic flowers are already painted. All you need to do is to color them in our coloring by number book!And this is only a small part of the pictures we have in Happy Color. Open the game and you will find people, mosaic, mandala, horoscopes, fantasy, art and many more coloring pages.Coloring has never been so easy, all pictures are marked by numbers. Open your color by number book and rediscover the simple relaxation and joy of coloring. Paint and share your favorite adult coloring pages with friends and family, let everyone see your fantastic coloring pages!Color your life with our adult coloring book Happy Color!We are constantly working to make our coloring book better, please, share your feedbacks: support@x-flow.appJoin our Facebook community and enjoy more pics every day:https://mobile.facebook.com/happycolorbynumber/Terms of Use: www.xflowgames.com/terms-of-use.htmlPrivacy Policy: www.xflowgames.com/privacy-policy.htmlHappy Color has a lot of unique pictures hand drawn by professional authors, as well as pics of famous characters, comics, cartoons etc. owned by Marvel (© 2020 MARVEL), DISNEY (© 2020 DISNEY) and others.']"
B00AZL3PBK,Lep's World 2,"[""From the creators of the number 1 hit Lep's World – over 25 million downloads!nerByte presents the long-awaited successor of Lep's World with more Levels, more Items, more enemies, better game physics, awesome graphics and beautiful new sound effects. Thanks for all your feedback! We took the best ideas and packed them into Lep's World 2, and the result is an incredibly good and addictive game.It is a beautiful sunny day in Leprechaun Village. Lep and his friends enjoy the sun, when suddenly the sky darkens and lightning fills the sky. An evil wizard appears, he steals the Leprechaun's gold, and kidnaps all the villagers except Lep, who luckily escapes. The wizard is planning to use the Leprechaun's magic and combine it with his own to take over the world.Lep has to save his friends and family all alone. So help him to gain more powerful abilities to defeat the wizard. Jump and run through Lep's world and have fun with 64 awesome well-designed levels.Note: Get more abilities after each World. (e.g. to wear more pine cones ;) )Join us on the Lep's World 2 Facebook Page:https://www.facebook.com/lepsworld2Follow us on Twitter:http://twitter.com/lepsworld2For more informations visit Lep's World 2 homepage:http://www.lepsworld2.comWe hope you enjoy the game.Have fun!! :)""]"
B00IAQ3RJM,Monster Busters: Match 3 Puzzle,"['Monster Busters is a fun match-3 puzzle game for all ages. Match same colored monsters to save the gingerbread cookie friends! Enjoy each and every stage with entertaining challenges.Install the best match-3 puzzle game to your mobile device & start the adventure today!  Be a Hero to Save Your Friends Anyone could be a hero saving the gingerbread friends captured in the monster tower. Not so scary but actually cute-looking monsters have taken away your friends while they were playing with you! No worries though cause they’ve got a brave friends to save them. And it’s you! Let’s go climb up the monster tower to find your friends back. Play with Your Loving OnesA game for all ages you can play with your grandmother, father, children, of course your friends, and all other loving ones. Play and talk about Monster Busters while you’re spending time together. Not only that you can meet with new friends from all over the world! All Alive Characters You can see your own avatar move up and down the monster tower, and unlike most other games, even the characters you’re fighting against are all alive to add up the extra fun and lively energy in game. It’s very unique and fun finding your own strategy for each character to win the missions too! Missions that are challenging but absolutely doable.']"
B004DPIEF6,Ghost Radar®: LEGACY,"['Ghost Radar® is the original application designed to detect paranormal activity. Ghost Radar® attempts to detect paranormal activity by making various readings on the device. Traditional paranormal equipment can be easily fooled when simple mundane bursts of normal energy occur. Ghost Radar® sets itself apart by analyzing the readings and giving indications only when interesting patterns in the readings have been made. Ghost Radar® also includes a voice to let you know when interesting words have been detected. Please note we offer no guarantees of accuracy or any warranties, therefore, since results from this application cannot be verified scientifically the app should be used for entertainment purposes. Learn more at http://www.ghostradar.com/GhostRadar']"
B077V4H3VJ,Watch OWN,"['Catch up with your favorite OWN shows anytime with the all-new Watch OWN app - and now get access to up to 14 additional networks including TLC, HGTV, ID and more - all in one app. It’s FREE with your pay TV subscription. Link your pay TV provider (cable, satellite, telco, live TV streaming service) to access OWN favorites like Ready to Love, Love & Marriage: Huntsville, The Haves and the Have Nots, Queen Sugar, Put a Ring On It and many more - plus top shows from other networks including Flip or Flop (HGTV), 90 Day Fiancé: Happily Ever After? (TLC), Evil Lives Here (ID), Naked and Afraid (Discovery) and more. New episodes are available the same day as they premiere on TV. With Watch OWN You Can:• Stream OWN and more networks LIVE anytime, anywhere on all your favorite devices• Find shows to watch with the live schedule guide• Access thousands of episodes on demand - from current hits to classic favorites• See new episodes of shows on the app the same day and time they premiere on TV• Binge your favorite OWN series and specials including Ready to Love, Love & Marriage: Huntsville, The Haves and the Have Nots, Queen Sugar, Put a Ring On It - and many more! • Get unlimited access to everything the Discovery family of networks has to offer - free with your pay TV subscriptionRequirements:• Available in the U.S. only• Wi-Fi connection recommended Need help? Visit gohelp.discovery.com.Visitor Agreement: https://corporate.discovery.com/visitor-agreement/Privacy Notice: https://corporate.discovery.com/privacy-policyCalifornia Privacy Notice: https://corporate.discovery.com/privacy-policy/#cappiCalifornia Do Not Sell My Personal Info: https://corporate.discovery.com/california_dnsWe may work with third-party advertising companies and other partners that help us deliver tailored advertisements to you. To opt out of behavioral tracking on mobile devices, you may use the DAA AppChoices Tool, available at http://www.aboutads.info/appchoices.This app features Nielsen’s proprietary measurement software, which will allow you to contribute to market research, such as Nielsen TV Ratings. To opt out of Nielsen measurement on mobile devices, visit Nielsen’s mobile opt-out page at https://sites.nielsen.com/legal/privacy-statement/nielsen_app_output/#.']"
B01MAY17PG,Wordful Hexa - Block Word Search,"['Looking for a time killer to train your brain? Wanna play a wonderful game with your family and friends? Wordful Hexa would satisfy all of your needs! Instructions:Swipe your finger up, down and diagonally to find the specific hidden words in mixing letters. Wordful Hexa starts very easy - you could find words quickly in hexagons. However, the puzzles become increasingly difficult as you level up - it even challenges the word genius! Try to complete more challenging puzzles! Are you a true word search master? Download it now!']"
B00QSGLPXG,One America News Network,"['One America News Network delivers a credible source for national and international news, including breaking political, business and entertainment headlines. (CC available)']"
B00E4MCCF6,Jigsaw World,"[""Play Jigsaw Puzzles like never before with Jigsaw World - It's so easy and fun, anyone can do it! Choose from a MASSIVE catalogue of beautiful puzzles to play - Jigsaw World has something for everyone! Or maybe create your own personal Puzzles using a photo or image - it couldn't be simpler!Start playing right now!Features:☆ Over 10,000 amazing Jigsaws to play☆ Play HUGE Puzzles - over 1,000 pieces!☆ Make your own Puzzles using any photo or image, it's so easy!☆ Free weekly puzzles and competitions""]"
B00LMFWMH6,F18 Carrier Landing II,"[""Flight simulator for mobile devices. The most advanced aircraft carrier landing system ever created.Landing on an aircraft carrier is one of the most difficult tasks a pilot has to execute. The flight deck is only 150 meters long, just enough to stop the aircraft.Accept the challenge, take on over thirty missions in the world's most dangerous and spectacular scenarios and join the best Top-Gun pilots.Take control, climb into the realistic 3D cockpits and fly the most famous military aircrafts, faithfully reproduced.Try out the latest evolution of the RORTOS flight system, already appreciated by millions of users around the world: unprecedented graphics, realistic weather conditions and a REPLAY function that lets you review your flight move to immediately share with your friends.For an even more thrilling experience, connect two devices online and activate the multi-screen mode.Featuring:* Game campaign with 6 training missions and 30 missions in 5 different scenarios (4 availables for purchase)* Free flight with choice of weather conditions and time* Landing competitions with worldwide ranking* Multi-camera Replay with dynamic CINEMA view* Aircraft carrier landings, airbase landings and emergency landings* Take-off, practice, transfers, recon and flights in formation with a flight guide* Vertical take-off and landing (F35B Lightning II, AV-8B Harrier II)* In-flight refuel* More realistic extreme conditions with wind, rain, snow and lightning* 3D virtual cockpit with integrated instrumentation, rain/snow effects and 6 different camera angles visual perspectives* Radar with runway and aircraft carrier orientation* Realistic fuel consumption* Approach system I.F.L.O.L.S.* Radio communication* REMOTE CONTROL: you can connect two devices and use one of them like a remote control with a complete instrumentation viewAircrafts: * F/A-18 Super Hornet * F-14 Super Tomcat [available with Canyon]* C-2A Greyhound [available with Arctic]* F-16 Fighting Falcon [available with Canyon]* AV-8B Harrier II (vertical) [available with Arctic]* F35B Lightning II (vertical) [available with Arcs]* MiG-29K Fulcrum [available with Volcano]* F4E Phantom II [available with Volcano]* A-6 Intruder [available with Arctic]* A-7 Corsair II [available with Arcs]Scenarios:* Islands* Canyon [available for purchase]* Arctic [available for purchase]* Arcs [available for purchase]* Volcano [available for purchase]""]"
B00GB5ND9S,Pettson's Inventions Deluxe,"['The ultimate Pettson compilations app! Compete in the brand new VS mode, beat a friend or the clock!""Sometimes a good set of puzzles can get your kids\' minds off the endless miles of travel. ""Pettson\'s Inventions Deluxe"" is just that kind of puzzle."" www.usatoday.com""Pettson\'s Inventions is a great series of fun contraption games. The cooperative play, VS mode, and the large number of puzzles make the Deluxe version the best of them all."" www.geekswithjuniors.com""Excellent educational game of creativity, engineering and skill that stretches the imagination!"" www.ipadfamily.com.auContaining most inventions from Pettson\'s Inventions 1 and 2 for a smashing total of 66 stages including 6 completely new.Help old man Pettson and his cat Findus build their amazing inventions! Which of the objects should be included and where do they fit in the machinery? Drag and drop the parts to their right spot and watch the invention go! A fun and pedagogic app that teaches logic and stimulates creativity for children of all ages.']"
B007TKT2SK,Fraction Calculator Plus,"[""I'm Fraction Calculator Plus and I'm the best and easiest way to deal with everyday fraction problems. Whether you're checking homework, preparing recipes, or working on craft or even construction projects, I can help:- Wish you could find the time to check your kids' math homework? Now you can - checking fraction math takes just seconds.- Need to adjust recipe quantities for a larger guest list? Let me adjust your cup and teaspoon quantities.- Working on a craft or home project in inches? Stop double-or-triple calculating on paper - let me do it once, accurately.I'm attractive and effective and I make great use of that big, beautiful Kindle Fire display:- I show your calculations in crisp, clear, elegant type that you can read at-a-glance from a distance.- My innovative triple keypad display lets you type fast! (entering three and three quarters takes just 3 taps!).- Every fraction result gets automatically reduced to its simplest form to make your job easy.- NEW! Every result is also shown in decimal to make conversion a breeze. - It couldn't be easier to add, subtract, multiply, and divide fractions.Let Fraction Calculator Plus turn your Kindle Fire into an everyday helping hand.""]"
B00M07JQQK,4 Pics Mystery: Variety,"[""Look at 4 pictures and guess what word they represent. This sounds easy, but some puzzles can be tricky! If you like quiz and word games, you'll enjoy this fantastic brain teaser.FEATURES: • You can skip words and come back to them later.• The pictures are revealed one by one. Guess the word with less pics and earn extra coins!• Play in 5 languages (English, French, Russian, German, Spanish): great tool if you're learning a foreign languageSimple and highly addictive game for the whole family!Can you guess all words and unlock all levels?""]"
B004K4RY9M,WordSearch Unlimited Free,"['""Um... well...""Just can\'t seem to find the words? Let WordSearch Unlimited give you the help you need. You may just learn a new word or two. You\'ll be a master wordsmith in no time.So Many WordsWordSearch Unlimited is a sleek and addictive word puzzle game. Find all the hidden words from your list, and you win. It\'s super simple and very addictive. Just drag your finger along the word when you find it, and it\'s scratched off of your list. Play through an unlimited number of high quality word searches, trying to beat your best time.You can change letter display and choose from several background themes: Note Paper, Blackboard, Parchment, Blue Sky, Christmas, and Customized. And there\'s near endless variety with many different word list topics: English, animals, food and drink, fruit and vegetable, family, colors, body parts, sports, transport, music, SAT/GRE/TOEFL/GMAT vocabulary, and many more.If you\'re fast enough, your scores will make the HighScore board. Try your hand at three levels of difficulty: Easy, Normal, and Hard. And if you get stuck, you can get a hint. (But, fair warning, you can\'t make it to the scoreboard if you take a hint.)Go ahead, stretch your brain a bit.']"
B07VNLBLYV,Candy Blast: Sugar Splash,"['This fun and delicious match 3 puzzle game is sure to become your favorite!Have fun with dynamic obstacles and well designed puzzles in hundreds of levels! Immerse yourself in this deceptively simple, stress-free, sugar sweet match 3 puzzle game. Candy Blast is a simple snack of a game, meant for players who just want to play and have fun, without being distracted by bells and whistles. Unlike other match 3 games, this game is all about YOU. What you\'ll love about Candy Blast:�� NO Life, Stamina, or Energy!Play puzzles for however long you want without waiting to recharge! �� NO internet connection required!Play whenever, wherever; even without wifi or data! �� NO large storage space needed!Play without worrying about your games eating up all your space! �� NO impossible levels designed to make players fail! Play for fun, with real, honest challenge puzzles! Join hundreds of thousands of other players!""Amazing, awesome and addicting. This is a game for all ages!"" ""Love the game, simple puzzles but very addictive!""""Lots of fun. Unique and refreshingly different.""Get your sugar rush on! Join in the fun and download Candy Blast: Sugar Splash today!*Please note that Candy Blast: Sugar Splash saves your progress on your device, and data will be reset if you delete the app or change your device.*']"
B01CV28J7A,TBN: Watch TV Shows and Live TV for Free,"['TBN is the world’s largest Christian network & America’s most watched faith and family channel. Join the millions watching inspiring content for FREE: stream live TV, or watch uplifting movies, dynamic teaching and original series for all ages.Jump into important conversations about today’s culture with shows like “Takeaways with Kirk Cameron” and the cast of “Better Together”— a show created by women & for women. Enjoy our growing library of teachings from faith leaders like Rick Warren, Christine Caine, T.D. Jakes, Priscilla Shirer, Robert Morris, and Joel Osteen. Explore history and continents through fascinating series like “This Month In Christian History,” “The Story Behind the Story With Mike Rowe,” and “Mysteries of the Messiah.” Catch current events from a Christian worldview with shows like “Centerpoint” and “The Rosenberg Report.”Additional features:\xa0\xa0* Customized content recommendations: Find new programs to watch\xa0\xa0* Save programs to watch later: Shows ready to watch when you’re\xa0\xa0 \xa0\xa0ready to watchTerms of Service:\xa0https://www.tbn.org/termsPrivacy Policy:\xa0https://www.tbn.org/privacy']"
B004RCUJ9E,Checkers Pro,"['Same as our ""Checkers"", but without Ads!Sharing the high quality and performance as the rest of our games, AI Factory Checkers Pro brings classy graphics, super smooth gameplay, highly scalable difficulty & much more!Featuring:- 10 difficulty levels, from Beginner to Expert- 2 player hot-seat- 3 Checkers Piece Sets and Boards- User stats against each level- Undo & Hints- Designed for both Tablet and Phone- Supports both non-compulsory captures (popular rules) and compulsory captures (official US/English rules) Checkers (AKA Draughts) is one of the world\'s most popular board games. The earliest records of this game date back to the Egyptians 3500 years ago. In more recent times this has been most favoured by the USA and Scotland, the two countries to provide the most World champions in this game. In England and Scotland this classic board game is known as Draughts. This implementation has been designed to provide a strong engine, even if only running on a mobile phone. Unlike many commercial Checkers programs, it correctly plays the common 2K v K, essential for quality checkers play.']"
B00JAC25FM,Farm Mania,"['Farm Mania - it’s crazy fun! Super addictive “connect lines” gameplay - slide your finger to string a line of fruits and vegetables together. You’ve never had this much fun! Hundreds of mysteriously relaxing levels that will have you bringing in a bumper harvest! Play in campaign or free-play mode. From saving damaged fruits and vegetables to collecting clouds and raindrops, Farm Mania has everything! - Take advantage of your wits to unlock new levels and open up a wider world! - Individually distinct fruits and vegetables, you’ll love their facial expressions! - Connecting lines of fruits and vegetables is easy to learn, but challenging to master! - Connecting super long lines is great fun. Use powerful boosts to help you get past difficult levels! - Unlocking new missions leads to a whole new world! - Free updates and new levels for you to play!']"
B009ZS2B28,Bingo Madness,"['Complete all the bingo patterns as you race to get your highest bingo score. YOU are in control of the pace. The faster you daub the bingo card or skip to the next bingo ball, the more coins and points you will be awarded.Use your awesome power-ups to complete the bingo pattern and BLACKOUT quicker! Develop your own tactics and OWN THE GAME! As you become more skilful, you will become richer with coins!CHALLENGING BINGO CARDS AND BINGO CHAPTERS...There are nearly 100 Bingo patterns to complete. There will be much more Bingo Madness cards in future updates.We have a bunch of cool features in development so stay tuned!Any problems? Any suggestions? We’d love to hear from you.Email us at bingomadness@productmadness.comJoin us on Facebookhttp://on.fb.me/Q9b0aj']"
B00MA6FBMY,Flappy Birds Family,"['(CAUTION: THIS VERSION IS ONLY COMPATIBLE WITH AMAZON FIRETV) Flappy Bird is now available on Amazon Fire TV with incredible new features: Person vs Person mode, more obstacles, more fun and still very hard. Enjoy playing the game at home (not breaking your TV) with your family and friends.Developed by Dong Nguyen and .GEARS team.']"
B00DYY92MG,Guess the TV Show,"['If you’re one of the many TV lovers out there, our new quiz game Guess The TV Show was made just for you! In a style you know and love, we’ve created a new trivia app for everyone that enjoys watching TV as much as we do. All of your current and past favorites are included, and everything in between too!From sitcoms to dramas and animated shows to reality TV, we cover it all! Get your quiz on and test your TV trivia with Guess The TV Show!Instructions:When you open the game, you’ll see an image and a word bank. Click or type your answer to fill in the blanks! Also works well as a touchscreen app. Enjoy the music and have fun! --- HINTS! ---Guess The TV Show offers three different ways to help you solve a puzzling puzzle:· Expose a Letter reveals the next correct letter!· Remove Letters takes away some unnecessary letters!· Solve the Question gives you the answer so you can skip to the next puzzle!']"
B00P4AVA78,"Adventure Escape: Murder Manor (Mystery Room, Doors, and Floors Detective Story!)","['Can you solve the murder and escape?Detective Kate Grey is invited to the famous Wickham Manor when her car breaks down outside. She is shocked to witness a murder occur before even dessert it served. Join hundreds of thousands of happy Adventure Escape players and see if you can crack the case and escape!Play this premium escape game!- Beautiful graphics bring the luxurious but creepy Manor to life- Complete 9 chapters - all FREE - each with unique escape challenges!- Gather tools and items to aid in your escape!- Discover the mystery of the manor. Can you find out who is the murderer? And why?- Hilarious story with memorable characters like Fontana, who is convinced she can see the future!- Solve devious puzzles and riddles!- Find hidden objects that help you break free!- It’s free! No registration, no hassles, just download and play. Discover the secrets of luxurious yet mysterious Wickham Manor. Will more guests be murdered? Will you be able to solve the case and escape before it is too late? Play the premium escape game and find out!']"
B00B29PJGS,Word Hunt - Word Search,"['Word Hunt is a classic word search game brought to you by Learning Gems! With a steampunk artistic style, we give you 50+ Categories to choose from and 3 levels of difficulty! Not enough? That’s not all you get! Our unique word search game also allows you to CREATE YOUR OWN Word Hunt lists! No limits! Infinite gameplay possibilities! Each game is timed so you can challenge yourself to beat your best time in each game mode! You haven’t seen a word search puzzle like this before. Get your punk on!']"
B00A04GA14,CONTRACT KILLER 2,"['You are Jack Griffin, the ultimate Contract Killer. Experience an intense, international storyline combining long-range kill shots and close-range melee attacks. To survive in this line of work, you have to sneak your way in, shoot your way out!1ST-PERSON SNIPER CONTRACTSUse scopes and silencers to conduct long-range assassinations3RD-PERSON ASSAULT CONTRACTSUse cover and stealth to sneak up on your enemies and perform devastating melee attacks or just blast away! It’s your choice.FREQUENT KILLER CLUB CARDComplete dozens of unique Challenges to earn titles, badges, and big rewards.HUGE VARIETY OF OBJECTIVESAssassinate high-profile targets, Eliminate all enemies at street level, Survive sudden ambushes, Defuse hidden bombs, and Ghost your way through enemy lines.CUSTOMIZABLE WEAPON KITUpgrade weapons with scopes, silencers, and magazines and outfit Jack with throwing knives, body armor, and brass knuckles.Contract Killer 2 is free to play, but you can choose to pay real money for some extra items.Use of this application is governed by Glu Mobile’s Terms of Use. Collection and use of personal data are subject to Glu Mobile’s Privacy Policy. Both policies are available at www.glu.com. Additional terms may also apply.FOLLOW US atTwitter @glumobilefacebook.com/glumobile']"
